"","YEAR","STATE","EVTYPE","Frequency","Deaths","Injuries","CropDamage","PropertyDamage"
"5278",1993,"DC","Blizzard",1,0,2,0,50000
"5279",1993,"DC","Coastal flood",1,0,0,0,0
"5280",1993,"DC","Cold/wind chill",1,1,0,0,0
"5281",1993,"DC","Extreme cold/wind chill",1,1,0,0,0
"5282",1993,"DC","Flash flood",2,0,0,0,10000
"5283",1993,"DC","Hail",1,0,0,0,500
"5284",1993,"DC","Heavy snow",2,0,0,0,0
"5285",1993,"DC","High wind",2,0,0,0,55000
"5286",1993,"DC","Sleet",2,0,0,0,0
"5287",1993,"DC","Strong wind",1,1,0,0,0
"5288",1993,"DC","Thunderstorm wind",3,1,11,0,55500
"5289",1993,"DC","Winter storm",3,0,0,0,0
"5290",1993,"DE","Coastal flood",2,0,0,0,50500
"5291",1993,"DE","Flash flood",3,0,0,0,5000
"5292",1993,"DE","Flood",1,0,0,0,0
"5293",1993,"DE","Funnel cloud",1,0,0,0,0
"5294",1993,"DE","Hail",4,0,0,0,20000
"5295",1993,"DE","Heavy snow",1,0,0,0,0
"5296",1993,"DE","High wind",2,0,0,0,1e+05
"5297",1993,"DE","Lightning",1,1,0,0,0
"5298",1993,"DE","Sleet",1,0,0,0,0
"5299",1993,"DE","Thunderstorm wind",7,0,0,0,66500
"5300",1993,"DE","Tornado",5,0,0,5000,160000
"5301",1993,"DE","Winter storm",2,0,0,0,50000
"5302",1993,"FL","Coastal flood",8,11,1,0,1.3e+08
"5303",1993,"FL","Flash flood",2,0,0,0,5e+05
"5304",1993,"FL","Flood",9,2,0,0,31005000
"5305",1993,"FL","Funnel cloud",28,0,0,0,0
"5306",1993,"FL","Hail",74,25,0,2500000,1600100000
"5307",1993,"FL","High wind",35,7,4,0,11181000
"5308",1993,"FL","Lightning",19,1,22,0,50
"5309",1993,"FL","Thunderstorm wind",201,3,9,0,41509000
"5310",1993,"FL","Tornado",54,5,103,0,143598500
"5311",1993,"FL","Waterspout",51,1,0,0,716000
"5312",1993,"GA","Blizzard",3,14,402,1.05e+08,55500000
"5313",1993,"GA","Flash flood",19,0,2,5000,12155000
"5314",1993,"GA","Flood",1,0,0,0,50000
"5315",1993,"GA","Hail",104,0,0,0,1500500
"5316",1993,"GA","Heavy snow",2,0,1,5e+05,5e+06
"5317",1993,"GA","High wind",4,3,22,5e+05,50510000
"5318",1993,"GA","Ice storm",1,0,0,0,50000
"5319",1993,"GA","Lightning",20,0,2,0,3105000
"5320",1993,"GA","Thunderstorm wind",134,1,17,550000,64368000
"5321",1993,"GA","Tornado",16,5,71,1e+05,132110000
"5322",1993,"GU","Tropical storm",2,0,0,5000,5000
"5323",1993,"HI","Flash flood",6,0,0,50000,3e+05
"5324",1993,"HI","High surf",1,0,0,0,5e+05
"5325",1993,"HI","Ice storm",1,0,0,0,0
"5326",1993,"HI","Strong wind",5,0,1,0,6100000
"5327",1993,"IA","Flash flood",50,0,0,6410000,35260000
"5328",1993,"IA","Flood",70,0,0,29035500,149390000
"5329",1993,"IA","Frost/freeze",3,0,0,5.1e+07,0
"5330",1993,"IA","Funnel cloud",13,0,0,0,0
"5331",1993,"IA","Hail",41,0,0,1426050,794500
"5332",1993,"IA","Heavy snow",6,0,0,0,250500
"5333",1993,"IA","High wind",3,0,0,0,1050000
"5334",1993,"IA","Ice storm",1,0,0,0,50000
"5335",1993,"IA","Lightning",18,0,1,0,387000
"5336",1993,"IA","Sleet",7,1,0,0,120500
"5337",1993,"IA","Thunderstorm wind",81,0,25,402850,4860000
"5338",1993,"IA","Tornado",7,0,2,55600,2050100
"5339",1993,"ID","Avalanche",5,0,0,0,5000
"5340",1993,"ID","Blizzard",4,0,0,0,0
"5341",1993,"ID","Cold/wind chill",5,0,0,0,0
"5342",1993,"ID","Flash flood",2,0,0,0,50000
"5343",1993,"ID","Flood",10,0,0,0,10000
"5344",1993,"ID","Funnel cloud",7,0,0,0,0
"5345",1993,"ID","Hail",8,0,0,0,0
"5346",1993,"ID","Heavy rain",1,0,0,5e+06,0
"5347",1993,"ID","Heavy snow",37,0,3,0,5550000
"5348",1993,"ID","High wind",6,0,0,0,550000
"5349",1993,"ID","Lightning",14,0,0,0,160000
"5350",1993,"ID","Strong wind",7,3,1,0,70500
"5351",1993,"ID","Thunderstorm wind",26,0,10,0,855000
"5352",1993,"ID","Tornado",6,0,0,0,500
"5353",1993,"IL","Flash flood",31,0,0,11050,2321050
"5354",1993,"IL","Flood",10,0,0,5000050000,5015505000
"5355",1993,"IL","Hail",47,0,0,601100,1021600
"5356",1993,"IL","Heavy snow",2,0,0,0,5050000
"5357",1993,"IL","Lightning",4,1,5,0,5000
"5358",1993,"IL","Thunderstorm wind",80,0,3,500,932300
"5359",1993,"IL","Tornado",12,0,0,5000,650000
"5360",1993,"IN","Cold/wind chill",1,1,0,0,0
"5361",1993,"IN","Flash flood",16,1,1,245500,9665000
"5362",1993,"IN","Flood",3,0,0,1e+06,10500000
"5363",1993,"IN","Hail",25,0,0,5e+05,5e+05
"5364",1993,"IN","Heavy snow",7,0,0,0,150000
"5365",1993,"IN","High wind",1,0,0,0,50000
"5366",1993,"IN","Ice storm",1,0,0,0,5e+05
"5367",1993,"IN","Lightning",15,0,6,0,3215000
"5368",1993,"IN","Thunderstorm wind",74,0,0,550500,3825000
"5369",1993,"IN","Tornado",2,0,0,5000,10000
"5370",1993,"KS","Extreme cold/wind chill",1,0,0,0,0
"5371",1993,"KS","Flash flood",19,0,0,915000,6655000
"5372",1993,"KS","Flood",32,2,0,62755000,116765500
"5373",1993,"KS","Funnel cloud",20,0,0,0,0
"5374",1993,"KS","Hail",450,0,12,7229500,92086000
"5375",1993,"KS","Heavy snow",19,0,0,0,110000
"5376",1993,"KS","High wind",4,0,0,0,20000
"5377",1993,"KS","Ice storm",8,0,0,0,6e+05
"5378",1993,"KS","Lightning",9,0,2,0,7060500
"5379",1993,"KS","Thunderstorm wind",124,0,3,108100,12620600
"5380",1993,"KS","Tornado",70,1,6,1056000,22966000
"5381",1993,"KY","Blizzard",1,1,0,0,0
"5382",1993,"KY","Flash flood",25,1,2,500,955000
"5383",1993,"KY","Flood",7,0,0,5000,505000
"5384",1993,"KY","Hail",55,0,0,500,1209100
"5385",1993,"KY","Heavy snow",2,0,0,0,5e+05
"5386",1993,"KY","High wind",1,1,0,0,50000
"5387",1993,"KY","Lightning",2,0,0,0,1e+05
"5388",1993,"KY","Thunderstorm wind",73,0,3,500500,59896550
"5389",1993,"KY","Tornado",4,0,0,0,1100000
"5390",1993,"KY","Winter storm",2,0,0,0,0
"5391",1993,"LA","Excessive heat",2,2,0,0,0
"5392",1993,"LA","Flash flood",15,0,0,0,6050000
"5393",1993,"LA","Flood",6,0,3,0,1e+06
"5394",1993,"LA","Frost/freeze",1,1,0,5e+07,0
"5395",1993,"LA","Hail",123,0,5,0,205000
"5396",1993,"LA","Heavy snow",1,0,0,0,0
"5397",1993,"LA","High wind",1,0,0,0,5e+05
"5398",1993,"LA","Lightning",9,0,1,0,5600000
"5399",1993,"LA","Thunderstorm wind",236,4,10,10000,11925500
"5400",1993,"LA","Tornado",10,3,51,550000,57050000
"5401",1993,"MA","Blizzard",2,0,0,0,0
"5402",1993,"MA","Coastal flood",5,0,0,0,50000
"5403",1993,"MA","Dust devil",1,0,0,0,0
"5404",1993,"MA","Flash flood",2,0,0,0,5e+05
"5405",1993,"MA","Flood",14,0,0,0,0
"5406",1993,"MA","Funnel cloud",3,0,0,0,0
"5407",1993,"MA","Hail",2,0,0,50000,0
"5408",1993,"MA","Heavy rain",3,0,0,0,0
"5409",1993,"MA","Heavy snow",25,0,0,0,0
"5410",1993,"MA","High wind",6,0,0,0,1100000
"5411",1993,"MA","Lightning",8,0,2,0,550000
"5412",1993,"MA","Thunderstorm wind",19,0,0,0,0
"5413",1993,"MD","Blizzard",2,0,0,0,550000
"5414",1993,"MD","Coastal flood",3,0,0,0,6000
"5415",1993,"MD","Cold/wind chill",1,1,0,0,0
"5416",1993,"MD","Flash flood",20,0,0,0,2115000
"5417",1993,"MD","Flood",2,0,0,0,5050000
"5418",1993,"MD","Funnel cloud",1,0,0,0,0
"5419",1993,"MD","Hail",17,0,0,50000,60500
"5420",1993,"MD","Heavy rain",1,0,0,0,5e+06
"5421",1993,"MD","Heavy snow",25,0,0,0,0
"5422",1993,"MD","High wind",5,0,0,0,5650000
"5423",1993,"MD","Lightning",12,2,2,0,2160000
"5424",1993,"MD","Sleet",1,0,0,0,0
"5425",1993,"MD","Strong wind",1,0,0,0,5000
"5426",1993,"MD","Thunderstorm wind",36,0,0,0,193000
"5427",1993,"MD","Tornado",6,0,2,0,115500
"5428",1993,"MD","Winter storm",6,0,0,0,1e+05
"5429",1993,"ME","Flood",3,0,0,0,0
"5430",1993,"ME","Hail",5,0,0,0,500
"5431",1993,"ME","Heavy snow",16,0,0,0,0
"5432",1993,"ME","High wind",6,0,1,0,0
"5433",1993,"ME","Thunderstorm wind",7,0,0,0,1000
"5434",1993,"ME","Tornado",2,0,0,0,50000
"5435",1993,"MI","Cold/wind chill",1,0,0,0,0
"5436",1993,"MI","Flash flood",2,0,0,0,0
"5437",1993,"MI","Flood",6,0,0,0,10005000
"5438",1993,"MI","Hail",48,0,0,0,5000
"5439",1993,"MI","Heavy snow",22,0,0,0,6e+05
"5440",1993,"MI","High wind",3,0,0,0,55000
"5441",1993,"MI","Ice storm",2,0,0,0,50000
"5442",1993,"MI","Lake-effect snow",5,0,0,0,0
"5443",1993,"MI","Lightning",11,0,4,0,666000
"5444",1993,"MI","Sleet",2,0,0,0,0
"5445",1993,"MI","Thunderstorm wind",85,0,0,10000,1137000
"5446",1993,"MI","Tornado",4,0,3,0,150000
"5447",1993,"MI","Waterspout",1,0,0,0,0
"5448",1993,"MN","Flash flood",8,0,1,0,6500000
"5449",1993,"MN","Flood",1,0,0,0,5e+06
"5450",1993,"MN","Funnel cloud",2,0,0,0,0
"5451",1993,"MN","Hail",20,0,0,0,0
"5452",1993,"MN","Heavy snow",8,0,0,0,0
"5453",1993,"MN","Ice storm",1,0,0,0,0
"5454",1993,"MN","Lightning",2,0,1,0,0
"5455",1993,"MN","Thunderstorm wind",30,0,0,0,5e+05
"5456",1993,"MN","Tornado",13,2,4,50000,10550000
"5457",1993,"MO","Excessive heat",1,0,5,0,0
"5458",1993,"MO","Flash flood",129,12,7,5492000,162368500
"5459",1993,"MO","Flood",21,1,0,660000,66060500
"5460",1993,"MO","Hail",174,0,0,10000,7299100
"5461",1993,"MO","Heavy snow",2,0,0,0,1e+06
"5462",1993,"MO","Lightning",5,2,0,0,110000
"5463",1993,"MO","Thunderstorm wind",102,0,0,10500,4491050
"5464",1993,"MO","Tornado",23,0,6,10000,18830500
"5465",1993,"MS","Flash flood",16,0,0,0,1200000
"5466",1993,"MS","Flood",9,0,0,0,6050000
"5467",1993,"MS","Hail",118,0,0,0,4560000
"5468",1993,"MS","Heavy snow",1,0,0,0,0
"5469",1993,"MS","High wind",5,0,0,0,105500
"5470",1993,"MS","Thunderstorm wind",104,0,0,0,1400000
"5471",1993,"MS","Tornado",11,0,3,0,206000
"5472",1993,"MS","Waterspout",1,0,0,0,5e+05
"5473",1993,"MT","Avalanche",1,1,0,0,0
"5474",1993,"MT","Blizzard",3,0,0,0,6e+05
"5475",1993,"MT","Flash flood",5,0,0,560000,655000
"5476",1993,"MT","Flood",3,0,0,5e+05,5505000
"5477",1993,"MT","Frost/freeze",1,0,0,0,5e+05
"5478",1993,"MT","Hail",35,0,0,210000,405500
"5479",1993,"MT","Heavy snow",18,0,0,0,280000
"5480",1993,"MT","High wind",4,0,0,5e+05,1e+05
"5481",1993,"MT","Ice storm",2,0,0,0,505000
"5482",1993,"MT","Lightning",6,0,0,0,1065000
"5483",1993,"MT","Sleet",2,0,0,0,1e+05
"5484",1993,"MT","Strong wind",1,0,0,0,50000
"5485",1993,"MT","Thunderstorm wind",32,0,0,110000,2855000
"5486",1993,"MT","Tornado",5,0,0,0,0
"5487",1993,"MT","Winter storm",1,0,0,0,5e+05
"5488",1993,"NC","Coastal flood",1,0,0,0,5e+05
"5489",1993,"NC","Extreme cold/wind chill",1,7,1,0,0
"5490",1993,"NC","Flash flood",6,0,0,0,605000
"5491",1993,"NC","Flood",5,1,0,50000,5e+05
"5492",1993,"NC","Hail",106,0,0,0,75000
"5493",1993,"NC","Heavy snow",1,0,0,0,0
"5494",1993,"NC","High wind",8,1,1,0,565000
"5495",1993,"NC","Ice storm",1,0,0,0,0
"5496",1993,"NC","Lightning",13,1,10,0,1210000
"5497",1993,"NC","Thunderstorm wind",78,0,1,0,1950500
"5498",1993,"NC","Tornado",11,0,0,0,6660000
"5499",1993,"NC","Waterspout",4,0,0,0,50000
"5500",1993,"NC","Winter storm",2,2,10,0,5e+07
"5501",1993,"ND","Blizzard",2,1,0,0,0
"5502",1993,"ND","Flood",2,1,0,5050000,5050000
"5503",1993,"ND","Funnel cloud",4,0,0,0,0
"5504",1993,"ND","Hail",18,0,0,3500000,3500000
"5505",1993,"ND","Heavy rain",1,0,0,5e+06,5e+06
"5506",1993,"ND","Heavy snow",6,0,0,0,550000
"5507",1993,"ND","High wind",2,0,0,0,505000
"5508",1993,"ND","Thunderstorm wind",12,0,3,460000,510000
"5509",1993,"ND","Tornado",5,0,0,0,0
"5510",1993,"NE","Flash flood",10,0,0,0,110000
"5511",1993,"NE","Flood",16,2,0,0,6e+05
"5512",1993,"NE","Funnel cloud",4,0,0,0,0
"5513",1993,"NE","Hail",62,0,0,11200000,1115500
"5514",1993,"NE","Heavy snow",10,0,0,0,0
"5515",1993,"NE","High wind",1,0,0,0,5000
"5516",1993,"NE","Lightning",4,0,0,0,50000
"5517",1993,"NE","Thunderstorm wind",36,0,0,0,1620000
"5518",1993,"NE","Tornado",21,0,0,0,76105500
"5519",1993,"NH","Flood",1,0,0,0,0
"5520",1993,"NH","Hail",2,0,0,0,0
"5521",1993,"NH","Heavy snow",13,0,0,0,0
"5522",1993,"NH","High wind",4,0,1,0,0
"5523",1993,"NH","Lightning",1,0,3,0,0
"5524",1993,"NH","Thunderstorm wind",13,0,0,0,5500000
"5525",1993,"NH","Tornado",1,0,0,0,5000
"5526",1993,"NJ","Blizzard",2,0,0,0,0
"5527",1993,"NJ","Coastal flood",10,0,0,0,5e+05
"5528",1993,"NJ","Flash flood",5,0,0,0,0
"5529",1993,"NJ","Flood",5,0,0,0,0
"5530",1993,"NJ","Funnel cloud",2,0,0,0,0
"5531",1993,"NJ","Hail",7,0,0,0,0
"5532",1993,"NJ","Heavy snow",2,0,0,0,0
"5533",1993,"NJ","High wind",4,1,0,0,1e+07
"5534",1993,"NJ","Lightning",3,0,1,0,5e+05
"5535",1993,"NJ","Thunderstorm wind",22,0,0,0,50000
"5536",1993,"NJ","Tornado",2,0,0,0,505000
"5537",1993,"NM","Dust devil",1,0,0,0,500
"5538",1993,"NM","Flash flood",13,0,0,0,125500
"5539",1993,"NM","Flood",6,0,0,0,610000
"5540",1993,"NM","Hail",26,0,0,50600,5027000
"5541",1993,"NM","Heavy rain",1,0,0,0,0
"5542",1993,"NM","Heavy snow",9,0,0,0,0
"5543",1993,"NM","High wind",5,0,5,0,2e+05
"5544",1993,"NM","Lightning",5,1,2,0,100500
"5545",1993,"NM","Sleet",1,0,0,0,0
"5546",1993,"NM","Thunderstorm wind",19,0,0,0,370500
"5547",1993,"NM","Tornado",2,0,0,5000,50000
"5548",1993,"NM","Winter storm",2,0,0,0,0
"5549",1993,"NV","Excessive heat",1,1,0,0,0
"5550",1993,"NV","Flash flood",1,0,0,0,0
"5551",1993,"NV","Funnel cloud",2,0,0,0,0
"5552",1993,"NV","Hail",8,0,0,0,0
"5553",1993,"NV","Heavy snow",2,0,0,0,5e+05
"5554",1993,"NV","High wind",16,0,1,50,550000
"5555",1993,"NV","Lightning",1,1,1,0,0
"5556",1993,"NV","Thunderstorm wind",3,0,0,0,0
"5557",1993,"NV","Tornado",1,0,0,0,0
"5558",1993,"NY","Blizzard",4,7,4,0,6e+07
"5559",1993,"NY","Coastal flood",7,0,0,0,0
"5560",1993,"NY","Cold/wind chill",8,0,0,0,5500000
"5561",1993,"NY","Drought",5,0,0,5e+07,0
"5562",1993,"NY","Excessive heat",3,0,0,0,0
"5563",1993,"NY","Extreme cold/wind chill",1,0,0,0,50000
"5564",1993,"NY","Flash flood",8,1,0,0,5500
"5565",1993,"NY","Flood",77,6,0,0,103997500
"5566",1993,"NY","Frost/freeze",1,0,0,5e+06,0
"5567",1993,"NY","Funnel cloud",4,0,0,0,0
"5568",1993,"NY","Hail",10,0,0,0,610000
"5569",1993,"NY","Heavy snow",65,0,0,0,15460000
"5570",1993,"NY","High wind",14,1,1,0,1950000
"5571",1993,"NY","Ice storm",3,0,0,0,150000
"5572",1993,"NY","Lightning",18,0,6,0,465500
"5573",1993,"NY","Sleet",1,0,0,0,5e+06
"5574",1993,"NY","Thunderstorm wind",258,0,0,0,7128000
"5575",1993,"NY","Tornado",11,2,2,5e+05,3200000
"5576",1993,"NY","Waterspout",3,0,0,0,1e+06
"5577",1993,"OH","Blizzard",1,0,8,0,5e+06
"5578",1993,"OH","Extreme cold/wind chill",1,1,0,0,5e+05
"5579",1993,"OH","Flash flood",63,0,1,0,15435000
"5580",1993,"OH","Flood",40,0,0,0,4550500
"5581",1993,"OH","Hail",16,0,0,10600000,1073000
"5582",1993,"OH","Heavy snow",13,1,0,0,12170000
"5583",1993,"OH","High wind",41,1,2,0,20320000
"5584",1993,"OH","Ice storm",1,0,0,0,5e+06
"5585",1993,"OH","Thunderstorm wind",52,0,5,5005000,7895000
"5586",1993,"OH","Tornado",5,0,3,0,2050000
"5587",1993,"OK","Dust devil",2,0,0,0,5500
"5588",1993,"OK","Flash flood",133,5,0,0,71020000
"5589",1993,"OK","Flood",4,0,0,5e+07,55005000
"5590",1993,"OK","Hail",710,0,0,0,5591500
"5591",1993,"OK","Heavy snow",7,0,0,0,0
"5592",1993,"OK","High wind",4,0,0,0,50000
"5593",1993,"OK","Ice storm",4,0,0,0,0
"5594",1993,"OK","Lightning",80,0,4,0,4467500
"5595",1993,"OK","Thunderstorm wind",358,0,21,0,31917500
"5596",1993,"OK","Tornado",51,7,102,50550000,7325000
"5597",1993,"OR","Flash flood",2,0,0,0,0
"5598",1993,"OR","Flood",9,0,0,50000,6100000
"5599",1993,"OR","Hail",4,0,0,0,0
"5600",1993,"OR","Heavy snow",16,0,0,0,0
"5601",1993,"OR","High wind",31,0,6,5e+06,50000
"5602",1993,"OR","Strong wind",1,0,0,0,0
"5603",1993,"OR","Thunderstorm wind",6,0,0,50000,0
"5604",1993,"OR","Tornado",1,0,0,0,0
"5605",1993,"PA","Blizzard",5,4,0,0,5e+06
"5606",1993,"PA","Cold/wind chill",1,0,0,0,0
"5607",1993,"PA","Drought",1,0,0,0,0
"5608",1993,"PA","Flash flood",46,0,7,0,259000
"5609",1993,"PA","Flood",19,0,0,0,506000
"5610",1993,"PA","Hail",43,0,0,50,0
"5611",1993,"PA","Heavy rain",2,0,0,0,0
"5612",1993,"PA","Heavy snow",24,0,0,0,50010000
"5613",1993,"PA","High wind",5,1,0,0,5100500
"5614",1993,"PA","Ice storm",3,0,0,0,5e+07
"5615",1993,"PA","Lightning",18,0,4,0,811500
"5616",1993,"PA","Thunderstorm wind",117,0,0,0,1193500
"5617",1993,"PA","Tornado",6,0,0,0,10605000
"5618",1993,"PR","Flash flood",6,1,0,0,2550000
"5619",1993,"PR","Flood",2,0,0,0,505000
"5620",1993,"PR","Heavy rain",4,0,0,0,605000
"5621",1993,"PR","Lightning",1,0,1,0,5e+05
"5622",1993,"PR","Thunderstorm wind",3,0,0,0,510000
"5623",1993,"PR","Tropical storm",1,0,0,0,0
"5624",1993,"PR","Waterspout",12,0,0,0,0
"5625",1993,"RI","Blizzard",2,0,0,0,0
"5626",1993,"RI","Coastal flood",1,0,0,0,0
"5627",1993,"RI","Flash flood",5,0,0,0,0
"5628",1993,"RI","Flood",1,0,0,0,0
"5629",1993,"RI","Heavy rain",1,0,0,0,0
"5630",1993,"RI","Heavy snow",4,0,0,0,0
"5631",1993,"RI","High wind",3,0,0,0,50000
"5632",1993,"RI","Lightning",2,0,0,0,0
"5633",1993,"RI","Thunderstorm wind",2,0,0,0,0
"5634",1993,"SC","Coastal flood",1,0,0,0,5e+06
"5635",1993,"SC","Cold/wind chill",8,3,4,7e+06,110500000
"5636",1993,"SC","Drought",1,0,0,0,0
"5637",1993,"SC","Excessive heat",3,2,0,0,0
"5638",1993,"SC","Flash flood",3,0,0,0,0
"5639",1993,"SC","Flood",5,0,0,0,1e+06
"5640",1993,"SC","Funnel cloud",5,0,0,0,50000
"5641",1993,"SC","Hail",39,0,0,0,605000
"5642",1993,"SC","Heavy snow",6,0,0,5e+06,5e+06
"5643",1993,"SC","High wind",3,0,0,5e+06,5550000
"5644",1993,"SC","Ice storm",1,0,0,0,50000
"5645",1993,"SC","Lightning",14,1,0,0,6665500
"5646",1993,"SC","Sleet",1,0,0,0,0
"5647",1993,"SC","Strong wind",2,0,0,5000,500
"5648",1993,"SC","Thunderstorm wind",42,0,1,0,1420500
"5649",1993,"SC","Tornado",11,0,4,50,16110500
"5650",1993,"SC","Waterspout",3,0,0,0,0
"5651",1993,"SC","Winter storm",1,0,0,0,0
"5652",1993,"SD","Blizzard",1,0,0,0,0
"5653",1993,"SD","Dense fog",1,0,0,0,0
"5654",1993,"SD","Flash flood",4,0,0,5500,50055500
"5655",1993,"SD","Flood",7,2,0,50500,6055000
"5656",1993,"SD","Frost/freeze",2,0,0,0,0
"5657",1993,"SD","Hail",69,0,0,219050,10590300
"5658",1993,"SD","Heavy snow",22,3,18,0,260000
"5659",1993,"SD","High wind",2,0,0,0,1e+06
"5660",1993,"SD","Ice storm",1,0,0,0,0
"5661",1993,"SD","Lightning",13,1,2,0,230500
"5662",1993,"SD","Thunderstorm wind",19,1,13,1100,5870500
"5663",1993,"SD","Tornado",22,0,4,100,7606100
"5664",1993,"TN","Flash flood",29,0,0,0,163000
"5665",1993,"TN","Hail",58,0,0,0,8900
"5666",1993,"TN","Heavy snow",4,0,0,0,6000
"5667",1993,"TN","High wind",11,0,0,0,32500
"5668",1993,"TN","Lightning",10,0,0,0,117500
"5669",1993,"TN","Thunderstorm wind",140,0,0,5000,2904050
"5670",1993,"TN","Tornado",12,1,81,0,22560000
"5671",1993,"TN","Winter storm",1,1,2,5e+06,5e+05
"5672",1993,"TX","Drought",1,0,0,0,0
"5673",1993,"TX","Flash flood",142,2,5,11000,18062500
"5674",1993,"TX","Flood",5,3,0,50000,565000
"5675",1993,"TX","Funnel cloud",5,0,0,0,0
"5676",1993,"TX","Hail",1101,0,0,5842050,208268550
"5677",1993,"TX","Heavy snow",3,0,0,0,0
"5678",1993,"TX","High wind",23,2,10,50,1485500
"5679",1993,"TX","Ice storm",8,3,4,0,50100000
"5680",1993,"TX","Lightning",25,2,1,10000,2440000
"5681",1993,"TX","Sleet",1,0,0,0,5000
"5682",1993,"TX","Thunderstorm wind",497,1,4,266750,117750800
"5683",1993,"TX","Tornado",113,1,51,71500,85307000
"5684",1993,"UT","Blizzard",1,0,0,0,0
"5685",1993,"UT","Flash flood",11,0,4,0,605000
"5686",1993,"UT","Flood",5,0,0,0,1000
"5687",1993,"UT","Funnel cloud",2,0,0,0,0
"5688",1993,"UT","Hail",14,0,0,1450,10000
"5689",1993,"UT","Heavy snow",56,2,34,0,50006050
"5690",1993,"UT","High wind",7,0,0,0,50
"5691",1993,"UT","Ice storm",3,0,0,0,0
"5692",1993,"UT","Lightning",18,2,8,50000,206650
"5693",1993,"UT","Thunderstorm wind",19,0,0,0,51600
"5694",1993,"UT","Tornado",5,0,0,0,6e+05
"5695",1993,"VA","Blizzard",2,0,0,0,5e+06
"5696",1993,"VA","Coastal flood",1,0,0,0,50000
"5697",1993,"VA","Cold/wind chill",2,1,0,0,0
"5698",1993,"VA","Drought",2,0,0,5e+05,0
"5699",1993,"VA","Extreme cold/wind chill",1,1,0,0,0
"5700",1993,"VA","Flash flood",48,0,0,0,1096500
"5701",1993,"VA","Flood",10,2,0,0,6650000
"5702",1993,"VA","Hail",40,0,0,0,56500
"5703",1993,"VA","Heavy rain",2,0,0,0,0
"5704",1993,"VA","Heavy snow",57,0,0,0,500
"5705",1993,"VA","High surf",1,1,0,0,0
"5706",1993,"VA","High wind",16,4,23,0,1335000
"5707",1993,"VA","Lightning",21,1,8,0,1431500
"5708",1993,"VA","Sleet",6,0,0,0,0
"5709",1993,"VA","Strong wind",3,0,0,0,105000
"5710",1993,"VA","Thunderstorm wind",79,0,0,0,5882500
"5711",1993,"VA","Tornado",25,4,258,0,73915500
"5712",1993,"VA","Winter storm",50,0,0,0,10500000
"5713",1993,"VI","Flood",1,0,0,0,5000
"5714",1993,"VI","Heavy rain",1,0,0,0,5e+05
"5715",1993,"VI","Waterspout",16,0,0,0,0
"5716",1993,"VT","Blizzard",1,0,0,0,5e+05
"5717",1993,"VT","Cold/wind chill",7,0,0,0,1e+06
"5718",1993,"VT","Excessive heat",2,0,0,0,0
"5719",1993,"VT","Extreme cold/wind chill",1,0,0,0,0
"5720",1993,"VT","Flash flood",6,0,0,0,561000
"5721",1993,"VT","Flood",13,0,0,0,22025000
"5722",1993,"VT","Frost/freeze",1,0,0,5e+06,0
"5723",1993,"VT","Hail",4,0,0,0,0
"5724",1993,"VT","Heavy snow",17,0,0,0,3410000
"5725",1993,"VT","High wind",7,1,0,0,2105000
"5726",1993,"VT","Lightning",11,0,1,0,635500
"5727",1993,"VT","Sleet",1,0,0,0,5e+05
"5728",1993,"VT","Thunderstorm wind",65,0,10,0,1387000
"5729",1993,"VT","Tornado",1,0,0,50000,5e+05
"5730",1993,"WA","Coastal flood",2,0,0,0,1e+05
"5731",1993,"WA","Cold/wind chill",1,1,0,0,0
"5732",1993,"WA","Dust storm",2,0,1,0,5000
"5733",1993,"WA","Flash flood",7,0,0,0,550000
"5734",1993,"WA","Flood",4,0,0,0,650000
"5735",1993,"WA","Funnel cloud",1,0,0,0,0
"5736",1993,"WA","Hail",1,0,0,0,0
"5737",1993,"WA","Heavy rain",2,0,14,0,1e+05
"5738",1993,"WA","Heavy snow",8,1,4,0,1550000
"5739",1993,"WA","High wind",15,5,31,5000,7010000
"5740",1993,"WA","Ice storm",6,2,71,0,5600000
"5741",1993,"WA","Lightning",1,1,0,0,0
"5742",1993,"WA","Sleet",2,2,16,0,550000
"5743",1993,"WA","Thunderstorm wind",5,0,0,0,0
"5744",1993,"WA","Tornado",1,0,0,0,5e+05
"5745",1993,"WI","Excessive heat",2,2,0,0,0
"5746",1993,"WI","Flood",44,0,0,1306000,7665000
"5747",1993,"WI","Funnel cloud",6,0,0,0,0
"5748",1993,"WI","Hail",4,0,0,0,0
"5749",1993,"WI","Heavy snow",14,0,0,0,0
"5750",1993,"WI","High wind",2,0,0,0,1e+05
"5751",1993,"WI","Lightning",3,1,3,50000,5e+05
"5752",1993,"WI","Thunderstorm wind",22,0,0,266000,1325500
"5753",1993,"WI","Tornado",5,0,0,65500,555000
"5754",1993,"WI","Waterspout",1,0,0,0,0
"5755",1993,"WV","Blizzard",3,3,0,0,555000
"5756",1993,"WV","Cold/wind chill",7,0,0,0,0
"5757",1993,"WV","Excessive heat",3,0,0,0,0
"5758",1993,"WV","Flash flood",26,0,0,0,634000
"5759",1993,"WV","Flood",7,0,0,0,505000
"5760",1993,"WV","Hail",33,0,0,5000,16500
"5761",1993,"WV","Heavy rain",1,0,0,0,0
"5762",1993,"WV","Heavy snow",11,0,0,0,0
"5763",1993,"WV","High wind",3,0,0,0,55000
"5764",1993,"WV","Lightning",6,0,3,0,60000
